cidade_origem,latitude_origem,longitude_origem,hospital,cidade_hospital,latitude_hospital,longitude_hospital,telefone,endereco,distancia_km,soro,animal
Cabo de Santo Agostinho,-8.28218,-35.025293,Hospital Jaboatão Prazeres,Jaboatão dos Guararapes,-8.165936190817785,-34.92316909422215,(81) 3184-4201,Rua Recife s/n - Cajueiro Seco,17.085,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Cabrobó,-8.505484,-39.309384,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,53.979,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Cachoeirinha,-8.486685,-36.240182,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,39.678,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Caetés,-8.780301,-36.626828,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,19.436,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Calumbi,-7.935515,-38.148244,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,17.619,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Calçado,-8.731081,-36.336554,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,23.22,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Camaragibe,-8.023505,-34.978152,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,9.418,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Camocim de São Félix,-8.358649,-35.765332,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,26.17,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Camutanga,-7.405449,-35.26636,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,33.667,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Canhotinho,-8.876519,-36.197935,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,31.357,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Capoeiras,-8.734225,-36.630566,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,23.064,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Carnaubeira da Penha,-8.317994,-38.751155,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,49.14,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Carnaíba,-7.793421,-37.794584,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,17.05,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Carpina,-7.84566,-35.251397,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,22.111,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Caruaru,-8.284547,-35.969863,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,4.376,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Casinhas,-7.740839,-35.720635,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,33.823,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Catende,-8.675086,-35.702386,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,14.093,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Cedro,-7.71179,-39.236733,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,40.681,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Chã Grande,-8.238271,-35.457148,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,23.218,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Chã de Alegria,-8.006795,-35.204002,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,14.961,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Condado,-7.587868,-35.09994,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,11.281,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Correntes,-9.121174,-36.324435,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,31.651,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Cortês,-8.474434,-35.546789,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,23.669,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Cumaru,-8.008266,-35.695748,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,30.625,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Cupira,-8.624324,-35.951835,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,42.003,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Custódia,-8.08546,-37.64428,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,38.504,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Dormentes,-8.441163,-40.766168,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,97.253,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Escada,-8.356717,-35.224082,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,27.863,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Exu,-7.50364,-39.723789,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,57.805,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Feira Nova,-7.947042,-35.38013,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,10.429,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Fernando de Noronha,-3.839601,-32.410733,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,501.444,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ferreiros,-7.446664,-35.237252,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,28.699,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Flores,-7.85842,-37.971511,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,37.844,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Floresta,-8.603066,-38.568675,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,74.159,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Frei Miguelinho,-7.939179,-35.911283,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,34.536,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Gameleira,-8.579803,-35.384573,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,24.045,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Garanhuns,-8.882434,-36.496567,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,1.497,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Glória do Goitá,-8.005675,-35.29044,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,11.871,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Goiana,-7.560603,-34.99591,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,0.769,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Granito,-7.707105,-39.615034,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,55.288,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Gravatá,-8.211184,-35.567458,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,32.646,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Iati,-9.045586,-36.849763,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,44.195,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ibimirim,-8.54026,-37.703214,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,72.562,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ibirajuba,-8.576331,-36.181151,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,43.162,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Igarassu,-7.82881,-34.901306,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,24.837,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Iguaraci,-7.832221,-37.508199,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,18.887,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ilha de Itamaracá,-7.747664,-34.830319,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,28.302,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Inajá,-8.902058,-37.835124,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,100.929,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ingazeira,-7.669089,-37.457575,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,22.593,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ipojuca,-8.393034,-35.060864,Hospital Jaboatão Prazeres,Jaboatão dos Guararapes,-8.165936190817785,-34.92316909422215,(81) 3184-4201,Rua Recife s/n - Cajueiro Seco,29.342,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ipubi,-7.645048,-40.147571,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,27.223,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Itacuruba,-8.822306,-38.697504,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,96.089,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Itambé,-7.414027,-35.096266,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,18.982,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Itapetim,-7.371777,-37.186266,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,65.273,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Itapissuma,-7.767983,-34.897136,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,25.982,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Itaquitinga,-7.663729,-35.100231,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,15.943,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Itaíba,-8.945688,-37.417266,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,70.277,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jaboatão dos Guararapes,-8.112982,-35.014959,Hospital Jaboatão Prazeres,Jaboatão dos Guararapes,-8.165936190817785,-34.92316909422215,(81) 3184-4201,Rua Recife s/n - Cajueiro Seco,11.689,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jaqueira,-8.726183,-35.794232,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,24.535,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jataúba,-7.976684,-36.494292,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,64.595,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jatobá,-9.174761,-38.260651,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,131.239,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Joaquim Nabuco,-8.62281,-35.528814,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,8.687,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
João Alfredo,-7.865649,-35.578715,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,14.465,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jucati,-8.701945,-36.487137,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,19.953,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jupi,-8.709041,-36.412644,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,20.666,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Jurema,-8.707135,-36.134739,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,42.931,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Lagoa Grande,-8.994525,-40.276732,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,50.147,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Lagoa do Carro,-7.843834,-35.310783,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,15.769,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Lagoa do Itaenga,-7.930053,-35.287387,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,18.552,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Lagoa do Ouro,-9.125668,-36.458373,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,27.052,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Lagoa dos Gatos,-8.660205,-35.903976,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,36.339,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Lajedo,-8.657914,-36.329336,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,30.027,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Limoeiro,-7.872599,-35.440154,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,1.39,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Macaparana,-7.555638,-35.44246,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,36.095,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Machados,-7.688274,-35.511376,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,22.512,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Manari,-8.964901,-37.631298,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,87.307,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Maraial,-8.790624,-35.82663,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,29.998,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Mirandiba,-8.121131,-38.738841,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,41.822,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Moreilândia,-7.619314,-39.545999,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,66.148,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Moreno,-8.108706,-35.08354,Hospital Jaboatão Prazeres,Jaboatão dos Guararapes,-8.165936190817785,-34.92316909422215,(81) 3184-4201,Rua Recife s/n - Cajueiro Seco,18.773,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Nazaré da Mata,-7.741491,-35.219297,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,29.677,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Olinda,-8.010166,-34.854504,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,6.779,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Orobó,-7.745535,-35.595568,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,22.147,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Orocó,-8.610258,-39.602631,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,81.454,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Ouricuri,-7.879184,-40.079983,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,0.63,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Palmares,-8.684226,-35.589032,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,1.582,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Palmeirina,-9.010896,-36.324202,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,22.519,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Panelas,-8.661211,-36.012539,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,46.211,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Paranatama,-8.91875,-36.654905,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,19.337,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Parnamirim,-8.087292,-39.579547,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,51.522,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Passira,-7.997102,-35.581261,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,19.397,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Paudalho,-7.90287,-35.171639,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,26.548,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Paulista,-7.934007,-34.868407,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Pedra,-8.496411,-36.939962,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,15.072,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Pesqueira,-8.357974,-36.697783,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,39.976,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Petrolina,-9.388662,-40.502731,Hospital Dom Malan/IMIP,Petrolina,-9.394637260787407,-40.49961826019999,(87) 3202-7000,Avenida Joaquim Nabuco s/n - Centro,0.744,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Petrolândia,-9.068627,-38.302664,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,119.434,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Pombos,-8.139816,-35.396732,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,12.336,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Poção,-8.187258,-36.711137,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,45.945,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Primavera,-8.329987,-35.354378,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,25.087,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Quipapá,-8.811752,-36.013665,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,50.228,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Quixaba,-7.707339,-37.84458,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,21.656,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Recife,-8.046658,-34.877065,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,2.439,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Riacho das Almas,-8.137417,-35.864796,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,16.92,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
